Question,Answer,Comment,Instruction,Render as
"且,||かつ||","also, furthermore","",Guess the meaning of the Kunyomi reading,Text
"lie, falsify, deceive, pretend, deceive, cheat [**On**]","詐,サ","",Guess the romaji equivalent of the Onyomi reading,Text
"limbs, arms and legs [**On**]","肢,シ","",Guess the romaji equivalent of the Onyomi reading,Text
"lineage, pedigree, clique, faction, clan [**On**]","閥,バツ","",Guess the romaji equivalent of the Onyomi reading,Text
"load (a vehicle), ride [**On**]","搭,トウ","",Guess the romaji equivalent of the Onyomi reading,Text
"manager, rule [**On**]","宰,サイ","",Guess the romaji equivalent of the Onyomi reading,Text
"manhood, prosperity [**On**]","壮,ソウ","",Guess the romaji equivalent of the Onyomi reading,Text
"manservant, I (used by male speakers) [**On**]","僕,ボク","",Guess the romaji equivalent of the Onyomi reading,Text
"mansion, residence [**On**]","邸,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"marquis, load, daimyo [**On**]","侯,コウ","",Guess the romaji equivalent of the Onyomi reading,Text
"marry [**On**]","姻,イン","",Guess the romaji equivalent of the Onyomi reading,Text
"measuring rod, scales [**On**]","衡,コウ","",Guess the romaji equivalent of the Onyomi reading,Text
"merit, order of merit [**On**]","勲,クン","",Guess the romaji equivalent of the Onyomi reading,Text
"minority, few, minimum, widow, [**On**]","寡,カ","",Guess the romaji equivalent of the Onyomi reading,Text
"misfortune, bad luck, evil, disaster [**On**]","厄,ヤク","",Guess the romaji equivalent of the Onyomi reading,Text
"modeling, molding [**On**]","塑,ソ","",Guess the romaji equivalent of the Onyomi reading,Text
"move, change, shift, pass into, drift, soak in, be infected, catch (a cold), catch fire, spread [**On**]","遷,セン","",Guess the romaji equivalent of the Onyomi reading,Text
"music, note, staff, score, album, record, table, genealogy [**On**]","譜,フ","",Guess the romaji equivalent of the Onyomi reading,Text
"nucleus, core, seed, kernel [**On**]","核,カク","",Guess the romaji equivalent of the Onyomi reading,Text
"offer, present, send (a letter),  exhibit, develop (symptoms), assume (airs) [**On**]","呈,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"official, companion [**On**]","僚,リョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"old man, venerable [**On**]","翁,オウ","",Guess the romaji equivalent of the Onyomi reading,Text
"only, merely, solely, simply [**On**]","唯,ユイ,イ","",Guess the romaji equivalent of the Onyomi reading,Text
"open [**On**]","披,ヒ","",Guess the romaji equivalent of the Onyomi reading,Text
"ordinary, tax paid in labor, employment [**On**]","庸,ヨウ","",Guess the romaji equivalent of the Onyomi reading,Text
"paint, erase, rub [**On**]","抹,マツ","",Guess the romaji equivalent of the Onyomi reading,Text
"peace, depravity [**On**]","妥,ダ","",Guess the romaji equivalent of the Onyomi reading,Text
"peerage, court rank [**On**]","爵,シャク","",Guess the romaji equivalent of the Onyomi reading,Text
"pivot, door [**On**]","枢,スウ","",Guess the romaji equivalent of the Onyomi reading,Text
"planting [**On**]","栽,サイ","",Guess the romaji equivalent of the Onyomi reading,Text
"police station, camp [**On**]","屯,トン","",Guess the romaji equivalent of the Onyomi reading,Text
"preferably [**On**]","寧,ネイ","",Guess the romaji equivalent of the Onyomi reading,Text
"pregnancy [**On**]","娠,シン","",Guess the romaji equivalent of the Onyomi reading,Text
"private school, boarding school, gate house [**On**]","塾,ジュク","",Guess the romaji equivalent of the Onyomi reading,Text
"projecting, beetle brow [**On**]","凸,トツ","",Guess the romaji equivalent of the Onyomi reading,Text
"quasi, semi, associate [**On**]","准,ジュン","",Guess the romaji equivalent of the Onyomi reading,Text
"queen, princess [**On**]","妃,ヒ","",Guess the romaji equivalent of the Onyomi reading,Text
"quietly, softly, solemnly [**On**]","粛,シュク","",Guess the romaji equivalent of the Onyomi reading,Text
"rank next, come after, Asia, sub, ous (in acids) [**On**]","亜,ア","",Guess the romaji equivalent of the Onyomi reading,Text
"receive, take, get, obtain, accept, catch (a ball), stop (a blow), parry, answer (the phone), undergo (an operation), take (an exam), sustain (a loss), be exposed to (ridicule), face, front on, inherit, catch the public fancy [**On**]","享,キョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"regret, be sorry for [**On**]","憾,カン","",Guess the romaji equivalent of the Onyomi reading,Text
"rejoice [**On**]","愉,ユ","",Guess the romaji equivalent of the Onyomi reading,Text
"relate, narrate, describe, write, confer (a rank), write a preface [**On**]","叙,ジョ","",Guess the romaji equivalent of the Onyomi reading,Text
"repeat, occur repeatedly [**On**]","頻,ヒン","",Guess the romaji equivalent of the Onyomi reading,Text
"resemble [**On**]","肖,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name [**On**]","亭,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"return, take one's leave, come again, come around (time) [**On**]","還,カン","",Guess the romaji equivalent of the Onyomi reading,Text
"reward, retribution [**On**]","酬,シュウ","",Guess the romaji equivalent of the Onyomi reading,Text
"rhyme, elegance, tone [**On**]","韻,イン","",Guess the romaji equivalent of the Onyomi reading,Text
"rising, price rise [**On**]","騰,トウ","",Guess the romaji equivalent of the Onyomi reading,Text
"rope, cord [**On**]","索,サク","",Guess the romaji equivalent of the Onyomi reading,Text
"rub, rub off, polish, grind, graze, scrape, be equal to, be about to reach [**On**]","摩,マ","",Guess the romaji equivalent of the Onyomi reading,Text
"run [**On**]","奔,ホン","",Guess the romaji equivalent of the Onyomi reading,Text
"salary [**On**]","俸,ホウ","",Guess the romaji equivalent of the Onyomi reading,Text
"salary, order [**On**]","秩,チツ","",Guess the romaji equivalent of the Onyomi reading,Text
"saltpeter [**On**]","硝,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"scold, get hoarse [**On**]","喝,カツ","",Guess the romaji equivalent of the Onyomi reading,Text
"selection, summary, one tenth of a shaku(勺) [**On**]","抄,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"severity, cruelty [**On**]","酷,コク","",Guess the romaji equivalent of the Onyomi reading,Text
"Shinto zigzag paper offerings, bad habit, humble prefix, gift [**On**]","幣,ヘイ","",Guess the romaji equivalent of the Onyomi reading,Text
"ship [**On**]","舶,ハク","",Guess the romaji equivalent of the Onyomi reading,Text
"shore [**On**]","涯,ガイ","",Guess the romaji equivalent of the Onyomi reading,Text
"silent meditation, Buddhist sect originating in the twelfth century [**On**]","禅,ゼン","",Guess the romaji equivalent of the Onyomi reading,Text
"silk gauze, thin silk [**On**]","羅,ラ","",Guess the romaji equivalent of the Onyomi reading,Text
"simple, plain, docile [**On**]","朴,ボク","",Guess the romaji equivalent of the Onyomi reading,Text
"singing, recital, song, poem [**On**]","吟,ギン","",Guess the romaji equivalent of the Onyomi reading,Text
"sleep, die [**On**]","睡,スイ","",Guess the romaji equivalent of the Onyomi reading,Text
"small boat [**On**]","艇,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"spy [**On**]","偵,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"steal [**On**]","窃,セツ","",Guess the romaji equivalent of the Onyomi reading,Text
"step on, trample on, stamp on, carry through, practice, appraise, set foot on, evade payment [**On**]","践,セン","",Guess the romaji equivalent of the Onyomi reading,Text
"strength [**On**]","剛,ゴウ","",Guess the romaji equivalent of the Onyomi reading,Text
"strike, hit, beat, knock, slap, punch, thrash, smite, clap (one's hands), beat (a drum), ring (a bell), (clocks) strike, impress, touch, shoot, pound in (a nail), water, sprinkle, braid, play (checkers), till (the soil), temper (a sword), prepare (buckwheat noodles), present (a play), cast (a net), pay (earnest money) [**On**]","撲,ボク","",Guess the romaji equivalent of the Onyomi reading,Text
"stubborn, foolish [**On**]","頑,ガン","",Guess the romaji equivalent of the Onyomi reading,Text
"sulphur [**On**]","硫,リュウ","",Guess the romaji equivalent of the Onyomi reading,Text
"sunken rock [**On**]","礁,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"supremacy, leadership, domination, hegemony, supreme ruler, champion [**On**]","覇,ハ","",Guess the romaji equivalent of the Onyomi reading,Text
"threaten, frighten, intimidate [**On**]","嚇,カク","",Guess the romaji equivalent of the Onyomi reading,Text
"tie up, hang (someone), arrest, fasten [**On**]","括,カツ","",Guess the romaji equivalent of the Onyomi reading,Text
"times [**On**]","遍,ヘン","",Guess the romaji equivalent of the Onyomi reading,Text
"tub, tank, vat [**On**]","槽,ソウ","",Guess the romaji equivalent of the Onyomi reading,Text
"uncle, youth [**On**]","叔,シュク","",Guess the romaji equivalent of the Onyomi reading,Text
"urge, encourage [**On**]","奨,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"vague, obscure, deserd, wide [**On**]","漠,バク","",Guess the romaji equivalent of the Onyomi reading,Text
"valley [**On**]","渓,ケイ","",Guess the romaji equivalent of the Onyomi reading,Text
"villa, inn [**On**]","荘,ソウ","",Guess the romaji equivalent of the Onyomi reading,Text
"wall, fence [**On**]","塀,ヘイ","",Guess the romaji equivalent of the Onyomi reading,Text
"warship [**On**]","艦,カン","",Guess the romaji equivalent of the Onyomi reading,Text
"wash, pour on, rinse [**On**]","濯,タク","",Guess the romaji equivalent of the Onyomi reading,Text
"wedge [**On**]","轄,カツ","",Guess the romaji equivalent of the Onyomi reading,Text
"whey, broth, fruit juice [**On**]","酪,ラク","",Guess the romaji equivalent of the Onyomi reading,Text
"withdraw, disarm (a ship), dismantle (a fort), remove, reject, exclude [**On**]","撤,テツ","",Guess the romaji equivalent of the Onyomi reading,Text
"without authority, without reason, arbitrarily, unnecessarily, indiscriminately, recklessly [**On**]","妄,モウ,ボウ","",Guess the romaji equivalent of the Onyomi reading,Text
"woolen kimono [**On**]","褐,カツ","",Guess the romaji equivalent of the Onyomi reading,Text
"dawn, daybrake, in the event (of) [**On**]","暁,ギョウ","Kunyomi: あかつき = dawn, daybrake, in the event (of)",Guess the romaji equivalent of the Onyomi reading,Text
"flax, hemp, ramie, jute, linen [**On**]","麻,マ","Kunyomi: あさ = flax, hemp, ramie, jute, linen",Guess the romaji equivalent of the Onyomi reading,Text
"fill [**On**]","充,ジュウ","Kunyomi: あてる = apply, place, put, hit (the mark), guess, succeed, expose to, sit (on a cushion), assign, allocate, call on (a pupil)",Guess the romaji equivalent of the Onyomi reading,Text
"despise, make light of [**On**]","侮,ブ","Kunyomi: あなどる = despise, make light of",Guess the romaji equivalent of the Onyomi reading,Text
"nun [**On**]","尼,ニ","Kunyomi: あま = nun",Guess the romaji equivalent of the Onyomi reading,Text
"bubble, foam, froth, scum, suds [**On**]","泡,ホウ","Kunyomi: あわ = bubble, foam, froth, scum, suds",Guess the romaji equivalent of the Onyomi reading,Text
"get together, unite [**On**]","併,ヘイ","Kunyomi: あわせる = get together, unite",Guess the romaji equivalent of the Onyomi reading,Text
"heal, cure, quench (thirst), wreak (vengeance) [**On**]","癒,ユ","Kunyomi: いえる,いやす = heal, cure, quench (thirst), wreak (vengeance),recover, be healed",Guess the romaji equivalent of the Onyomi reading,Text
"resent, be indignant, become angry [**On**]","憤,フン","Kunyomi: いきどおる = resent, be indignant, become angry",Guess the romaji equivalent of the Onyomi reading,Text
"grieve over [**On**]","悼,トウ","Kunyomi: いたむ = grieve over",Guess the romaji equivalent of the Onyomi reading,Text
"lie, falsity, deceive, pretend, cheat [**On**]","偽,ギ","Kunyomi: いつわる,にせ = lie, falsity, deceive, pretend, cheat, sham, counterfeit, forgery, imitation, false (prophet)",Guess the romaji equivalent of the Onyomi reading,Text
"challenge, contend for, make love to [**On**]","挑,チョウ","Kunyomi: いどむ = challenge, contend for, make love to",Guess the romaji equivalent of the Onyomi reading,Text
"be hungry, starve [**On**]","飢,キ","Kunyomi: うえる = be hungry, starve",Guess the romaji equivalent of the Onyomi reading,Text
"eddy, whirlpool, vortex [**On**]","渦,カ","Kunyomi: うず = eddy, whirlpool, vortex",Guess the romaji equivalent of the Onyomi reading,Text
"rough, sparseness, estrangement [**On**]","疎,ソ","Kunyomi: うとい,うとむ = neglect, shun, alienate,distant, estranged, disinterested, ignorant of",Guess the romaji equivalent of the Onyomi reading,Text
"respectful, reverent [**On**]","恭,キョウ","Kunyomi: うやうやしい = respectful, reverent",Guess the romaji equivalent of the Onyomi reading,Text
"lacquer, varnish [**On**]","漆,シツ","Kunyomi: うるし = lacquer, varnish",Guess the romaji equivalent of the Onyomi reading,Text
"grieve, lament, be anxious [**On**]","愁,シュウ","Kunyomi: うれえる,うれい = grieve, lament, be anxious,sad, unhappy, gloomy",Guess the romaji equivalent of the Onyomi reading,Text
"inlet, bay [**On**]","江,コウ","Kunyomi: え = inlet, bay",Guess the romaji equivalent of the Onyomi reading,Text
"neck, neckband, collar, lapel [**On**]","襟,キン","Kunyomi: えり = neck, neckband, collar, lapel",Guess the romaji equivalent of the Onyomi reading,Text
"beginning, inception, end [**On**]","緒,ショ,チョ","Kunyomi: お = cord, strap, thong, clog cord, string",Guess the romaji equivalent of the Onyomi reading,Text
"fall into, get into, slide into, lapse into, cave in, sink, fall (a fort) [**On**]","陥,カン","Kunyomi: おちいる,おとしいれる = fall into, get into, slide into, lapse into, cave in, sink, fall (a fort), ensnare, tempt",Guess the romaji equivalent of the Onyomi reading,Text
"send forth fragrance, be scented, impregnate with [**On**]","薫,クン","Kunyomi: かおる = smell, be fragrant",Guess the romaji equivalent of the Onyomi reading,Text
"hang, set up (a ladder), cover, construct, install, sit down, sprinkle, pour on, put on, ring up, weigh, multiply, levy, pay (in installments), anchor, start (a machine), wind, turn on (radio), spend on, offer (prizes), put (under treatment), set (on fire) [**On**]","懸,ケン,ケ","Kunyomi: かける,かかる = hang, set up (a ladder), cover, construct, install, sit down, sprinkle, pour on, put on, ring up, weigh, multiply, levy, pay (in installments), anchor, start (a machine), wind, turn on (radio), spend on, offer (prizes), put (under treatment), set (on fire),hang on, be suspended from, be caught, be trapped, be built, begin, arrive at, require, cost, play against, oppose, be splashed, weigh (a pound), be levied, (the instrument or tool) works, attack, fall on, is now showing at, consult, depend (on a son)",Guess the romaji equivalent of the Onyomi reading,Text
"umbrella, parasol [**On**]","傘,サン","Kunyomi: かさ = umbrella, parasol",Guess the romaji equivalent of the Onyomi reading,Text
"work, earn money [**On**]","稼,カ","Kunyomi: かせぐ = work, earn money",Guess the romaji equivalent of the Onyomi reading,Text
"side, left radical of a character, inclining [**On**]","偏,ヘン","Kunyomi: かたよる = lean, incline, be biased",Guess the romaji equivalent of the Onyomi reading,Text
"kiln, oven, furnace, stove [**On**]","窯,ヨウ","Kunyomi: かま = kiln, oven, furnace, stove",Guess the romaji equivalent of the Onyomi reading,Text
"brew, cause, give rise to [**On**]","醸,ジョウ","Kunyomi: かもす = brew, cause, give rise to",Guess the romaji equivalent of the Onyomi reading,Text
"husk, hull, nutshell, castoff skin, tofu refuse, corpse, earth's crust [**On**]","殻,カク","Kunyomi: から = husk, hull, nutshell, castoff skin, tofu refuse, corpse, earth's crust",Guess the romaji equivalent of the Onyomi reading,Text
"thirst [**On**]","渇,カツ","Kunyomi: かわく = be thirsty, feel dry, dry up, be parched",Guess the romaji equivalent of the Onyomi reading,Text
"dislike, hate, be unwilling (to do something), [**On**]","嫌,ケン,ゲン","Kunyomi: きらう,いや = hate, detest, dislike, disagreeable",Guess the romaji equivalent of the Onyomi reading,Text
"be destitute, suffer, be perplexed, be cornered [**On**]","窮,キュウ","Kunyomi: きわめる,きわまる = investigate thoroly, carry to extremes, be in a dilemma",Guess the romaji equivalent of the Onyomi reading,Text
"stem, stalk [**On**]","茎,ケイ","Kunyomi: くき = stem, stalk",Guess the romaji equivalent of the Onyomi reading,Text
"odor, savor, fragrance [**On**]","臭,シュウ","Kunyomi: くさい,におう = illsmelling, suspiciouslooking,smell, odor, scent, stench, fragrance, aroma, perfume",Guess the romaji equivalent of the Onyomi reading,Text
"break, smash, crush, pulverize, tax (one's ingenuity), explain simply [**On**]","砕,サイ","Kunyomi: くだく,くだける = break, smash, crush, pulverize, tax (one's ingenuity), explain simply,crumble, be crushed, go to pieces, become familiar",Guess the romaji equivalent of the Onyomi reading,Text
"lip [**On**]","唇,シン","Kunyomi: くちびる = lip",Guess the romaji equivalent of the Onyomi reading,Text
"shoes [**On**]","靴,カ","Kunyomi: くつ = shoes, boots",Guess the romaji equivalent of the Onyomi reading,Text
"serving sake, the server [**On**]","酌,シャク","Kunyomi: くむ = draw (water), ladle, dip, scoop, pump, consider, sympathize with, drink, think",Guess the romaji equivalent of the Onyomi reading,Text
"harp [**On**]","琴,キン","Kunyomi: こと = long horizontal Japanese harp, a koto, lyre",Guess the romaji equivalent of the Onyomi reading,Text
"refuse, reject, decline, repudiate, resist, oppose, prevent, deny [**On**]","拒,キョ","Kunyomi: こばむ = refuse, reject, decline, repudiate, resist, oppose, prevent, deny",Guess the romaji equivalent of the Onyomi reading,Text
"chastise, punish, discipline [**On**]","懲,チョウ","Kunyomi: こりる,こらす,こらしめる = chastise, punish, discipline,learn by experience, be disgusted with",Guess the romaji equivalent of the Onyomi reading,Text
"interrupt, obstruct, intercept [**On**]","遮,シャ","Kunyomi: さえぎる = interrupt, obstruct, intercept",Guess the romaji equivalent of the Onyomi reading,Text
"search, look for, locate, glean [**On**]","捜,ソウ","Kunyomi: さがす = search, look for, locate, glean",Guess the romaji equivalent of the Onyomi reading,Text
"insert, put in, graft (a branch), wear (a sword), carry (in the belt) [**On**]","挿,ソウ","Kunyomi: さす = insert, put in, graft (a branch), wear (a sword), carry (in the belt)",Guess the romaji equivalent of the Onyomi reading,Text
"admonish, charge, remonstrate with, counsel, persuade, warn, make known to [**On**]","諭,ユ","Kunyomi: さとす = admonish, charge, remonstrate with, counsel, persuade, warn, make known to",Guess the romaji equivalent of the Onyomi reading,Text
"monkey [**On**]","猿,エン","Kunyomi: さる = monkey, ape, minic, sly person, door bolt, fastener",Guess the romaji equivalent of the Onyomi reading,Text
"bear, endure, put up with, hide (oneself) [**On**]","忍,ニン","Kunyomi: しのぶ,しのばせる = bear, endure, put up with, hide (oneself),conceal, secrete",Guess the romaji equivalent of the Onyomi reading,Text
"hesitate, be reluctant, have loose painful bowel movements [**On**]","渋,ジュウ","Kunyomi: しぶ,しぶい,しぶる = hesitate, be reluctant, have loose painful bowel movements,puckery taste (of persimmons), sobriety, quietness,puckery, astringent, sullen, quiet, sober, tasteful (in dress)",Guess the romaji equivalent of the Onyomi reading,Text
"frost [**On**]","霜,ソウ","Kunyomi: しも = frost",Guess the romaji equivalent of the Onyomi reading,Text
"juice [**On**]","汁,ジュウ","Kunyomi: しる = juice, sap, soup, broth, gravy, pus",Guess the romaji equivalent of the Onyomi reading,Text
"vinegar [**On**]","酢,サク","Kunyomi: す = vinegar",Guess the romaji equivalent of the Onyomi reading,Text
"bell, hand bell, buzzer [**On**]","鈴,レイ,リン","Kunyomi: すず = bell",Guess the romaji equivalent of the Onyomi reading,Text
"cool [**On**]","涼,リョウ","Kunyomi: すずしい,すずむ = cool oneself, enjoy the evening air,cool, refreshing",Guess the romaji equivalent of the Onyomi reading,Text
"recommendation, advice, encouragement [**On**]","薦,セン","Kunyomi: すすめる = recommend, advise, encourage, offer (wine)",Guess the romaji equivalent of the Onyomi reading,Text
"obsolescence, cessation, discarding [**On**]","廃,ハイ","Kunyomi: すたれる,すたる = become useless, get out of date, die out, be abolished, decline (in prosperity)",Guess the romaji equivalent of the Onyomi reading,Text
"corner [**On**]","隅,グウ","Kunyomi: すみ = corner, nook",Guess the romaji equivalent of the Onyomi reading,Text
"tempt, seduce, instigate, promote [**On**]","唆,サ","Kunyomi: そそのかす = tempt, seduce, instigate, promote",Guess the romaji equivalent of the Onyomi reading,Text
"endure, support, withstand, resist, brave, weather, be fit for, be equal to [**On**]","堪,カン","Kunyomi: たえる = endure, support, withstand, resist, brave, weather, be fit for, be equal to",Guess the romaji equivalent of the Onyomi reading,Text
"dragon, imperial [**On**]","竜,リュウ","Kunyomi: たつ = dragon",Guess the romaji equivalent of the Onyomi reading,Text
"deign to, grant, give, bestow on, honor with [**On**]","賜,シ","Kunyomi: たまわる = deign to, grant, give, bestow on, honor with",Guess the romaji equivalent of the Onyomi reading,Text
"straighten, correct, reform, cure, control (one's feelings), pretend, falsify, aim [**On**]","矯,キョウ","Kunyomi: ためる = straighten, correct, reform, cure, control (one's feelings), pretend, falsify, aim",Guess the romaji equivalent of the Onyomi reading,Text
"swear, plegde, vow [**On**]","誓,セイ","Kunyomi: ちかう = swear, plegde, vow",Guess the romaji equivalent of the Onyomi reading,Text
"port, harbor, ferry [**On**]","津,シン","Kunyomi: つ = port, harbor, ferry",Guess the romaji equivalent of the Onyomi reading,Text
"make up for, recompense, redeem (one's faults), compensate for, indemnify, atone for [**On**]","償,ショウ","Kunyomi: つぐなう = make up for, recompense, redeem (one's faults), compensate for, indemnify, atone for",Guess the romaji equivalent of the Onyomi reading,Text
"clumsy, unskillful [**On**]","拙,セツ","Kunyomi: つたない = clumsy, bungling, unskillful",Guess the romaji equivalent of the Onyomi reading,Text
"cultivate, foster [**On**]","培,バイ","Kunyomi: つちかう = cultivate, foster",Guess the romaji equivalent of the Onyomi reading,Text
"pipette, tube [**On**]","筒,トウ","Kunyomi: つつ = pipe, tube, case, gun barrel, sleeve, well curb",Guess the romaji equivalent of the Onyomi reading,Text
"be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate [**On**]","謹,キン","Kunyomi: つつしむ = be discreet, be careful, be prudent, be cautious, restrain oneself, be moderate",Guess the romaji equivalent of the Onyomi reading,Text
"spin, make yarn [**On**]","紡,ボウ","Kunyomi: つむぐ = spin, make yarn",Guess the romaji equivalent of the Onyomi reading,Text
"angle, fish, catch, decoy, allure [**On**]","釣,チョウ","Kunyomi: つる = angle, fish, catch, decoy, allure",Guess the romaji equivalent of the Onyomi reading,Text
"bowstring, chord (in geometry), hypotenuse, crescent (moon), bowstring, string (of an instrument) [**On**]","弦,ゲン","Kunyomi: つる = bowstring, teakettle handle made of bamboo or vines",Guess the romaji equivalent of the Onyomi reading,Text
"door, title page, front page [**On**]","扉,ヒ","Kunyomi: とびら = door, title page, front page",Guess the romaji equivalent of the Onyomi reading,Text
"mourning [**On**]","弔,チョウ","Kunyomi: とむらう = mourn for, hold a memorial service for, condole",Guess the romaji equivalent of the Onyomi reading,Text
"mud, mire [**On**]","泥,デイ","Kunyomi: どろ = mud, mire, dirt, slush, disgrace",Guess the romaji equivalent of the Onyomi reading,Text
"watch, look at, see, scrutinize [**On**]","眺,チョウ","Kunyomi: ながめる = watch, look at, see, scrutinize",Guess the romaji equivalent of the Onyomi reading,Text
"cat [**On**]","猫,ビョウ","Kunyomi: ねこ = cat",Guess the romaji equivalent of the Onyomi reading,Text
"kind, courteous, hospitable, cordial [**On**]","懇,コン","Kunyomi: ねんごろ = kind, courteous, hospitable, cordial",Guess the romaji equivalent of the Onyomi reading,Text
"blade, sword, cutting tool [**On**]","刃,ジン","Kunyomi: は = blade, edge",Guess the romaji equivalent of the Onyomi reading,Text
"trample on, stamp on, carry through, practice, appraise, set foot on, evade payment, step on [**On**]","履,リ","Kunyomi: はく = put on (the feet)",Guess the romaji equivalent of the Onyomi reading,Text
"put between, hold between, insert, jam into, nip, interpose [**On**]","挟,キョウ","Kunyomi: はさむ,はさまる = put between, hold between, insert, jam into, nip, interpose, get between, be caught in, be jammed in, be hemmed in, be sandwiched between, be pinned under, lie between",Guess the romaji equivalent of the Onyomi reading,Text
"exceedingly [**On**]","甚,ジン","Kunyomi: はなはだ,はなはだしい = very, greatly, exceedingly,extreme, excessive, intense, severe, serious",Guess the romaji equivalent of the Onyomi reading,Text
"heart, feeling [**On**]","懐,カイ","Kunyomi: ふところ,なつかしい,なつかしむ,なつく,なつける = bosom, breast, heart, pocket, purse, dear, longedfor, yearning for, yearn for, miss someone, win over, win another’s heart, become attached to",Guess the romaji equivalent of the Onyomi reading,Text
"snake, serpent, hard drinker [**On**]","蛇,ジャ,ダ","Kunyomi: へび = snake",Guess the romaji equivalent of the Onyomi reading,Text
"firefly [**On**]","蛍,ケイ","Kunyomi: ほたる = firefly",Guess the romaji equivalent of the Onyomi reading,Text
"praise, extol [**On**]","褒,ホウ","Kunyomi: ほめる = praise, commend",Guess the romaji equivalent of the Onyomi reading,Text
"cavity [**On**]","洞,ドウ","Kunyomi: ほら = cave, den, excavation",Guess the romaji equivalent of the Onyomi reading,Text
"board, supply, finance [**On**]","賄,ワイ","Kunyomi: まかなう = board, supply, finance",Guess the romaji equivalent of the Onyomi reading,Text
"1.8 liter [**On**]","升,ショウ","Kunyomi: ます = a measuring box",Guess the romaji equivalent of the Onyomi reading,Text
"cocoon [**On**]","繭,ケン","Kunyomi: まゆ = cocoon",Guess the romaji equivalent of the Onyomi reading,Text
"polish, scour, shine (shoes), brush (teeth), improve (skill), cultivate (character), train (the mind) [**On**]","磨,マ","Kunyomi: みがく = polish, scour, shine (shoes), brush (teeth), improve (skill), cultivate (character), train (the mind)",Guess the romaji equivalent of the Onyomi reading,Text
"imperial edict [**On**]","詔,ショウ","Kunyomi: みことのり = imperial edict, decree",Guess the romaji equivalent of the Onyomi reading,Text
"ditch, gutter, sewer, drain [**On**]","溝,コウ","Kunyomi: みぞ = ditch, gutter, drain, groove, slot, gulf, gap",Guess the romaji equivalent of the Onyomi reading,Text
"tribute [**On**]","貢,コウ,ク","Kunyomi: みつぐ = support, finance",Guess the romaji equivalent of the Onyomi reading,Text
"ugliness, uncleanness, shame [**On**]","醜,シュウ","Kunyomi: みにくい = badlooking, ugly, unsightly, indecent, disgraceful",Guess the romaji equivalent of the Onyomi reading,Text
"seeing, diagnosing [**On**]","診,シン","Kunyomi: みる = diagnose, examine",Guess the romaji equivalent of the Onyomi reading,Text
"ridge, ridgepole, counter for buildings [**On**]","棟,トウ","Kunyomi: むね,むな = ridge, ridgepole, counter for buildings",Guess the romaji equivalent of the Onyomi reading,Text
"duckweed, seaweed [**On**]","藻,ソウ","Kunyomi: も = duckweed, seaweed",Guess the romaji equivalent of the Onyomi reading,Text
"mourning [**On**]","喪,ソウ","Kunyomi: も = mourning",Guess the romaji equivalent of the Onyomi reading,Text
"return, turn back, revert to, resume, return to, be returned, go backward [**On**]","戻,レイ","Kunyomi: もどす,もどる = return, turn back, revert to, resume, return to, be returned, go backward,restore, turn back (a clock), reject, vomit",Guess the romaji equivalent of the Onyomi reading,Text
"willow [**On**]","柳,リュウ","Kunyomi: やなぎ = willow",Guess the romaji equivalent of the Onyomi reading,Text
"soft [**On**]","軟,ナン","Kunyomi: やわらか,やわらかい = soft",Guess the romaji equivalent of the Onyomi reading,Text
"die, pass away [**On**]","逝,セイ","Kunyomi: ゆく,いく = die, pass away",Guess the romaji equivalent of the Onyomi reading,Text
"evening, early night hours [**On**]","宵,ショウ","Kunyomi: よい = evening, early night hours",Guess the romaji equivalent of the Onyomi reading,Text
"boil, get hot, ferment, seethe, be in an uproar, gush out, grow, breed, be hatched [**On**]","沸,フツ","Kunyomi: わく,わかす = boil, get hot, ferment, seethe, be in an uproar, gush out, grow, breed, be hatched,heat up (the bath), melt",Guess the romaji equivalent of the Onyomi reading,Text
"disease [**On**]","患,カン","Kunyomi: わずらう = be ill, suffer from, be afficted",Guess the romaji equivalent of the Onyomi reading,Text
"worry, trouble [**On**]","煩,ハン,ボン","Kunyomi: わずらう,わずらわす = be ill, worry, be afflicted, be in pain, be troubled,trouble, keep (someone) busy, disturb, annoy",Guess the romaji equivalent of the Onyomi reading,Text
