Question,Answer,Comment,Instruction,Render as
"刈,||かる||","cut, clip, shear, reap, trim, prune","",Guess the meaning of the Kunyomi reading,Text
"ode, prose poem, poetical prose, tribute, exacted service, installment [**On**]","賦,フ","",Guess the romaji equivalent of the Onyomi reading,Text
"office, government office, director, head official [**On**]","監,カン","",Guess the romaji equivalent of the Onyomi reading,Text
"one [**On**]","壱,イチ","",Guess the romaji equivalent of the Onyomi reading,Text
"open, clear, break up (land) [**On**]","拓,タク","",Guess the romaji equivalent of the Onyomi reading,Text
"priest's residence, (Buddhist) priest, boy [**On**]","坊,ボウ,ボッ","",Guess the romaji equivalent of the Onyomi reading,Text
"punishment, penalty [**On**]","罰,バツ,バチ","",Guess the romaji equivalent of the Onyomi reading,Text
"red, red lead, pills [**On**]","丹,タン","",Guess the romaji equivalent of the Onyomi reading,Text
"request, need [**On**]","需,ジュ","",Guess the romaji equivalent of the Onyomi reading,Text
"resist, defy, oppose, antagonize [**On**]","抗,コウ","",Guess the romaji equivalent of the Onyomi reading,Text
"right, justice [**On**]","是,ゼ","",Guess the romaji equivalent of the Onyomi reading,Text
"ring [**On**]","環,カン","",Guess the romaji equivalent of the Onyomi reading,Text
"rule, ceremony, case, affair, a matter [**On**]","儀,ギ","",Guess the romaji equivalent of the Onyomi reading,Text
"sell, trade [**On**]","販,ハン","",Guess the romaji equivalent of the Onyomi reading,Text
"servant, criminal, prisoner, follower [**On**]","隷,レイ","",Guess the romaji equivalent of the Onyomi reading,Text
"shallow bowl, platter, tray, tub, board, phonograph record [**On**]","盤,バン","",Guess the romaji equivalent of the Onyomi reading,Text
"shell, shellfish [**On**]","介,カイ","",Guess the romaji equivalent of the Onyomi reading,Text
"shop, store [**On**]","舗,ホ","",Guess the romaji equivalent of the Onyomi reading,Text
"sign, symptom, omen [**On**]","徴,チョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"skin, body, grain, texture, disposition [**On**]","膚,フ","",Guess the romaji equivalent of the Onyomi reading,Text
"sphere, circle, range, radius [**On**]","圏,ケン","",Guess the romaji equivalent of the Onyomi reading,Text
"still more, still less (neg.) [**On**]","況,キョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"strange, queer, mystery, miracle, cleverness [**On**]","妙,ミョウ","",Guess the romaji equivalent of the Onyomi reading,Text
"strangeness, curiosity, eccentricity [**On**]","奇,キ","",Guess the romaji equivalent of the Onyomi reading,Text
"surname, family name [**On**]","姓,セイ,ショウ","",Guess the romaji equivalent of the Onyomi reading,Text
"tenday period,season (for specific products) [**On**]","旬,ジュン,シュン","",Guess the romaji equivalent of the Onyomi reading,Text
"think, remember [**On**]","憶,オク","",Guess the romaji equivalent of the Onyomi reading,Text
"thought, concern, agreement [**On**]","慮,リョ","",Guess the romaji equivalent of the Onyomi reading,Text
"tie, rope [**On**]","維,イ","",Guess the romaji equivalent of the Onyomi reading,Text
"torso, trunk (of a body), body armor, body (of a suit), drum (of a machine), barrel (of a horse), cylinder (of a drum), bulge (of a bucket), hull (of a ship), hub (of a wheel) [**On**]","胴,ドウ","",Guess the romaji equivalent of the Onyomi reading,Text
"touch, reach, resist [**On**]","抵,テイ","",Guess the romaji equivalent of the Onyomi reading,Text
"tower, pagoda, steeple, obelisk, monument [**On**]","塔,トウ","",Guess the romaji equivalent of the Onyomi reading,Text
"two, second [**On**]","弐,ニ","",Guess the romaji equivalent of the Onyomi reading,Text
"violent, vehement, furious, severe, acute, intense, extreme, passionate, heated, stormy (applause), tempestuous (temperament), mighty [**On**]","烈,レツ","",Guess the romaji equivalent of the Onyomi reading,Text
"way, road [**On**]","途,ト","",Guess the romaji equivalent of the Onyomi reading,Text
"widely, generally [**On**]","普,フ","",Guess the romaji equivalent of the Onyomi reading,Text
"wildness, fierceness, strength [**On**]","猛,モウ","",Guess the romaji equivalent of the Onyomi reading,Text
"woof, horizontal, left and right, parallels of latitude, latitude [**On**]","緯,イ","",Guess the romaji equivalent of the Onyomi reading,Text
"year, age, time, occasion, opportunity, limit, vicinity [**On**]","歳,サイ,セイ","",Guess the romaji equivalent of the Onyomi reading,Text
"look up, look up to, ask for, depend on, seek, respect, revere, drink, take [**On**]","仰,ギョウ,コウ","Kunyomi: あおぐ,おおせ = look up, look up to, ask for, depend on, seek, respect, revere, drink, take, statement, command, wishes (of a superior)",Guess the romaji equivalent of the Onyomi reading,Text
"Korea [**On**]","鮮,セン","Kunyomi: あざやか = vivid, clear, brilliant, fresh, graceful, splendid, beautiful",Guess the romaji equivalent of the Onyomi reading,Text
"leg, skid, undercarriage [**On**]","脚,キャク,キャ","Kunyomi: あし = foot, leg, paw, flipper, tentacles, arms, walk, step, pace, speed, footing, draft (of a ship), foot (of a mountain), trace, deficit, shortage",Guess the romaji equivalent of the Onyomi reading,Text
"be sweaty [**On**]","汗,カン","Kunyomi: あせ = perspiration",Guess the romaji equivalent of the Onyomi reading,Text
"give, award, impart, provide, allot, cause (pain or damage) [**On**]","与,ヨ","Kunyomi: あたえる = give, award, impart, provide, allot, cause (pain or damage)",Guess the romaji equivalent of the Onyomi reading,Text
"mark, print, impression, trace, track, trail, wake, marks, traces, evidence, scar, ruins, precedent [**On**]","跡,セキ","Kunyomi: あと = mark, print, impression, trace, track, trail, wake, marks, traces, evidence, scar, ruins, precedent",Guess the romaji equivalent of the Onyomi reading,Text
"fat, rouge [**On**]","脂,シ","Kunyomi: あぶら = fat, grease, tallow, blubber, lard, suet",Guess the romaji equivalent of the Onyomi reading,Text
"presume upon, take advantage of, coax [**On**]","甘,カン","Kunyomi: あまい,あまえる,あまやかす = presume upon, take advantage of, coax, pamper, be indulgent, coddle, sweet, honeyed (words), lenient, halfwitted, easygoing, soft, mild, loose, trashy, sentimental",Guess the romaji equivalent of the Onyomi reading,Text
"net, network [**On**]","網,モウ","Kunyomi: あみ = net, netting",Guess the romaji equivalent of the Onyomi reading,Text
"rough, rude, wild, harsh, violent, gruff, fierce [**On**]","荒,コウ","Kunyomi: あらい,あれる,あらす = rough, rude, wild, harsh, violent, gruff, fierce,be ruined, become stormy, tear around, get chapped,lay waste",Guess the romaji equivalent of the Onyomi reading,Text
"light, faint, pale, fleeting, a little [**On**]","淡,タン","Kunyomi: あわい = light, faint, pale, fleeting, a little",Guess the romaji equivalent of the Onyomi reading,Text
"become angry, be offended, become excited [**On**]","怒,ド","Kunyomi: いかる,おこる = become angry, be offended, become excited",Guess the romaji equivalent of the Onyomi reading,Text
"how many, how much, how far, how long, so much per, however(difficult) [**On**]","幾,キ","Kunyomi: いく = some, several, many, how many, how much",Guess the romaji equivalent of the Onyomi reading,Text
"busy, occupied [**On**]","忙,ボウ","Kunyomi: いそがしい = busy, occupied",Guess the romaji equivalent of the Onyomi reading,Text
"do, send, forward, incur, cause, render (assistance), exert (oneself), engage, call in (a doctor) [**On**]","致,チ","Kunyomi: いたす = do, send, forward, incur, cause, render (assistance), exert (oneself), engage, call in (a doctor)",Guess the romaji equivalent of the Onyomi reading,Text
"rice plant [**On**]","稲,トウ","Kunyomi: いね,いな = rice plant",Guess the romaji equivalent of the Onyomi reading,Text
"pray, wish [**On**]","祈,キ","Kunyomi: いのる = pray, wish",Guess the romaji equivalent of the Onyomi reading,Text
"commandment, admonition [**On**]","戒,カイ","Kunyomi: いましめる = admonish, warn, prohibit",Guess the romaji equivalent of the Onyomi reading,Text
"color, paint, make up [**On**]","彩,サイ","Kunyomi: いろどる = color, paint, make up",Guess the romaji equivalent of the Onyomi reading,Text
"visit, ask, inquire, question, hear, be told, implore (a good for an oracle) [**On**]","伺,シ","Kunyomi: うかがう = visit, ask, inquire, question, hear, be told, implore (a good for an oracle)",Guess the romaji equivalent of the Onyomi reading,Text
"float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved [**On**]","浮,フ","Kunyomi: うく,うかれる,うかぶ,うかべる = float, be floated, rise to the surface, be cheered up, be set on edge, feel loose (teeth), be left over, be saved,launch, sail (a toy ship), refloat, waft, express (feelings in the face), recall,surface, flit across (the face), occur to, play (about the lips, as a smile), rise in the world, rest in peace,be in high spirits, go on a spree",Guess the romaji equivalent of the Onyomi reading,Text
"thin, weak (tea), light, pale, faint, scanty, ungenerous [**On**]","薄,ハク","Kunyomi: うすい,うすめる,うすまる,うすらぐ,うすれる = thin, weak (tea), light, pale, faint, scanty, ungenerous,dilute, weaken,thin out, fade, grow pale, be toned down, get dim, cool (emotions), abate, lessen, decline",Guess the romaji equivalent of the Onyomi reading,Text
"chant [**On**]","謡,ヨウ","Kunyomi: うたい,うたう = chanting of the noh, chant, noh singer",Guess the romaji equivalent of the Onyomi reading,Text
"attack, defeat, destroy, conquer [**On**]","撃,ゲキ","Kunyomi: うつ = strike, hit, beat, knock, slap, punch, thrash, smite, clap (one’s hands), beat (a drum), ring (a bell), (clocks) strike, impress, touch, shoot, pound in (a nail), water, sprinkle, braid, play (checkers), till (the soil), temper (a sword), prepare (buckwheat noodles), present (a play), cast (a net), pay (earnest money)",Guess the romaji equivalent of the Onyomi reading,Text
"sue, complain of (pain), appeal to, have recourse to [**On**]","訴,ソ","Kunyomi: うったえる = sue, complain of (pain), appeal to, have recourse to",Guess the romaji equivalent of the Onyomi reading,Text
"arm [**On**]","腕,ワン","Kunyomi: うで = arm, ability, talent",Guess the romaji equivalent of the Onyomi reading,Text
"beautiful, bright and clear, fine, serene [**On**]","麗,レイ","Kunyomi: うるわしい = beautiful, lovely, graceful",Guess the romaji equivalent of the Onyomi reading,Text
"write, compose, draw, paint [**On**]","描,ビョウ","Kunyomi: えがく,かく = write, compose, draw, paint,sketch, describe",Guess the romaji equivalent of the Onyomi reading,Text
"greatness [**On**]","偉,イ","Kunyomi: えらい = great, famous, excellent, remarkable",Guess the romaji equivalent of the Onyomi reading,Text
"get, acquire, find, earn, win, gain, receive, can, be able to, may, commit (sin) [**On**]","獲,カク","Kunyomi: える = get, acquire, find, earn, win, gain, receive, can, be able to, may, commit (sin)",Guess the romaji equivalent of the Onyomi reading,Text
"tail, end, counter for fish [**On**]","尾,ビ","Kunyomi: お = tail, trail (of a meteor), lower slope (of a mountain)",Guess the romaji equivalent of the Onyomi reading,Text
"male, hero, great leader, superiority, excellence [**On**]","雄,ユウ","Kunyomi: お,おす = male",Guess the romaji equivalent of the Onyomi reading,Text
"fan [**On**]","扇,セン","Kunyomi: おうぎ = folding fan",Guess the romaji equivalent of the Onyomi reading,Text
"hill, knoll, rising ground [**On**]","丘,キュウ","Kunyomi: おか = hill, knoll, rising ground",Guess the romaji equivalent of the Onyomi reading,Text
"invate, raid, violate, trespass, intrude on [**On**]","侵,シン","Kunyomi: おかす = invate, raid, violate, trespass, intrude on",Guess the romaji equivalent of the Onyomi reading,Text
"risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name) [**On**]","冒,ボウ","Kunyomi: おかす = risk, face, defy, dare, (diseases) attack, damage, desecrate, assume (a name)",Guess the romaji equivalent of the Onyomi reading,Text
"heart, interior [**On**]","奥,オウ","Kunyomi: おく = heart, interior",Guess the romaji equivalent of the Onyomi reading,Text
"present (something) [**On**]","贈,ゾウ,ソウ","Kunyomi: おくる = send, give to, award to, confer on",Guess the romaji equivalent of the Onyomi reading,Text
"be late, be delayed, be overdue, lag behind, (clocks) lose [**On**]","遅,チ","Kunyomi: おくれる,おくらす,おそい = be late, be delayed, be overdue, lag behind, (clocks) lose,retard, delay, defer,late, slow",Guess the romaji equivalent of the Onyomi reading,Text
"push, shove, press, squash, compress, stamp, seal, do in spite of [**On**]","押,オウ","Kunyomi: おす,おさえる = push, shove, press, squash, compress, stamp, seal, do in spite of, stop, check, restrain, pin down, suppress, subdue, control, catch, arrest, govern, stop (the ears), withhold, attach, seize, secure (evidence), estimate conservatively",Guess the romaji equivalent of the Onyomi reading,Text
"attack [**On**]","襲,シュウ","Kunyomi: おそう = attack, advance on, succeed to, call unexpectedly",Guess the romaji equivalent of the Onyomi reading,Text
"fear, dread, be afraid, be overawed, be apprehensive [**On**]","恐,キョウ","Kunyomi: おそれる,おそろしい = fear, dread, be afraid, be overawed, be apprehensive, terrible, awful, fierce, tremendous, marvelous",Guess the romaji equivalent of the Onyomi reading,Text
"be inferior to, be worse than [**On**]","劣,レツ","Kunyomi: おとる = be inferior to, be worse than",Guess the romaji equivalent of the Onyomi reading,Text
"dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt) [**On**]","躍,ヤク","Kunyomi: おどる = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt)",Guess the romaji equivalent of the Onyomi reading,Text
"dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt) [**On**]","踊,ヨウ","Kunyomi: おどる,おどり = dance, leap, skip, throb (the heart), act as a cat'spaw, double (the interest on a debt),dancing, step",Guess the romaji equivalent of the Onyomi reading,Text
"be surprised, be frightened, be taken aback, be appalled, be amazed [**On**]","驚,キョウ","Kunyomi: おどろく,おどろかす = be surprised, be frightened, be taken aback, be appalled, be amazed, surprise, frighten, create a stir",Guess the romaji equivalent of the Onyomi reading,Text
"devil, demon, spirits of the dead [**On**]","鬼,キ","Kunyomi: おに = devil, demon, ghost, spirits of the dead, fiend, creditor, the one who is 'it' (in games)",Guess the romaji equivalent of the Onyomi reading,Text
"proceed to, become, tend toward [**On**]","趣,シュ","Kunyomi: おもむき = import, meaning, contents,tenor, gist, tone, touch, sentiment, charm, aspect, appearance",Guess the romaji equivalent of the Onyomi reading,Text
"exert, exercise, cause [**On**]","及,キュウ","Kunyomi: およぶ,および,およぼす = exert, exercise, cause, reach, come up to, amount to, befall, happen to, extend, match, equal, and, as well as",Guess the romaji equivalent of the Onyomi reading,Text
"imperial honorary prefix, honorific prefix [**On**]","御,ギョ,ゴ","Kunyomi: おん = honorific prefixes",Guess the romaji equivalent of the Onyomi reading,Text
"change, turn, convert, exchange, renew, substitute, replace [**On**]","替,タイ","Kunyomi: かえる,かわる = change, turn, convert, exchange, renew, substitute, replace,relieve",Guess the romaji equivalent of the Onyomi reading,Text
"shine, sparkle, gleam, twinkle, brilliant, radiant, bright [**On**]","輝,キ","Kunyomi: かがやく = shine, sparkle, gleam, twinkle, brilliant, radiant, bright",Guess the romaji equivalent of the Onyomi reading,Text
"hide, conceal, cover, veil, cloak, disguise [**On**]","隠,イン","Kunyomi: かくす,かくれる = hide, conceal, cover, veil, cloak, disguise, disappear, pass away, be anonymous, lurk",Guess the romaji equivalent of the Onyomi reading,Text
"shadow [**On**]","影,エイ","Kunyomi: かげ = light, shadow, silhouette, phantom, reflection, figure, trace",Guess the romaji equivalent of the Onyomi reading,Text
"the yin principle, negative, melancholy, north side of a mountain, sex organs, secret, shadow, south side of a river, negative electrode, earth, bottom, back, inactivity, nighttime, moon [**On**]","陰,イン","Kunyomi: かげ,かげる = darken, cloud up, be obscured, shade, back, (your) assistance",Guess the romaji equivalent of the Onyomi reading,Text
"run, gallop, advance [**On**]","駆,ク","Kunyomi: かける,かる = run, gallop, advance, drive (a car), spur on, prompt, actuate, inspire, sway, impel",Guess the romaji equivalent of the Onyomi reading,Text
"ornament, decorate, adorn, embellish, exhibit, be ostentatious, whitewash [**On**]","飾,ショク","Kunyomi: かざる = ornament, decorate, adorn, embellish, exhibit, be ostentatious, whitewash",Guess the romaji equivalent of the Onyomi reading,Text
"shoulder [**On**]","肩,ケン","Kunyomi: かた = shoulder",Guess the romaji equivalent of the Onyomi reading,Text
"hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn [**On**]","堅,ケン","Kunyomi: かたい = hard, solid, tough, rigid, tight, steady, firm, strict, safe, reliable, upright, chaste, constant, stiff, bookish, classical, stubborn",Guess the romaji equivalent of the Onyomi reading,Text
"lean, incline, tilt, list, tip, careen, lurch [**On**]","傾,ケイ","Kunyomi: かたむく,かたむける = incline toward, tilt, slant, slope, lurch, heel over, be disposed to, trend toward, be prone to, go down (sun), wane, sink, decline, incline, list, bend, lean, tip, concentrate on, devote to, ruin, squander, empty",Guess the romaji equivalent of the Onyomi reading,Text
"side, besides, while [**On**]","傍,ボウ","Kunyomi: かたわら = side, besides, while",Guess the romaji equivalent of the Onyomi reading,Text
"and, in addition, concurrently [**On**]","兼,ケン","Kunyomi: かねる = combine with, serve as both, hold an additional post, use with",Guess the romaji equivalent of the Onyomi reading,Text
"wall, lining (of the stomach), fence, partition [**On**]","壁,ヘキ","Kunyomi: かべ = wall",Guess the romaji equivalent of the Onyomi reading,Text
"the hair [**On**]","髪,ハツ","Kunyomi: かみ = the hair",Guess the romaji equivalent of the Onyomi reading,Text
"thunder [**On**]","雷,ライ","Kunyomi: かみなり = thunder",Guess the romaji equivalent of the Onyomi reading,Text
"Tang (dynasty), China, foreign countries,Chinese, Korean, Foreign [**On**]","唐,トウ","Kunyomi: から = China, Cathay, Korea, Foreign countries,Chinese, Korean, Foreign",Guess the romaji equivalent of the Onyomi reading,Text
"handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship) [**On**]","柄,ヘイ","Kunyomi: がら,え = handle, crank, grip, hilt, shaft, knob, spoke (of steering wheel on a ship),pattern, design, build, character, nature",Guess the romaji equivalent of the Onyomi reading,Text
"coil around, get twisted, stick to, pick a quarrel [**On**]","絡,ラク","Kunyomi: からむ,からまる,からめる = coil around, get twisted, stick to, pick a quarrel,twine around,get caught in, be urged on by",Guess the romaji equivalent of the Onyomi reading,Text
"hunt [**On**]","狩,シュ","Kunyomi: かる,かり = hunt,hunting, raiding, gathering (mushrooms), viewing (maples)",Guess the romaji equivalent of the Onyomi reading,Text
"he, that [**On**]","彼,ヒ","Kunyomi: かれ,かの = he,that, the",Guess the romaji equivalent of the Onyomi reading,Text
"wither, die, be dead, age, be seasoned, fog up [**On**]","枯,コ","Kunyomi: かれる,からす = wither, die, be dead, age, be seasoned, fog up,kill (vegetation), let dry, season (lumber)",Guess the romaji equivalent of the Onyomi reading,Text
"heaven, emperor [**On**]","乾,カン","Kunyomi: かわく,かわかす = dry, dry up, be dry, desiccate",Guess the romaji equivalent of the Onyomi reading,Text
"take warning from, learn a lesson from [**On**]","鑑,カン","Kunyomi: かんがみる = take warning from, learn a lesson from",Guess the romaji equivalent of the Onyomi reading,Text
"mist, fog, spray [**On**]","霧,ム","Kunyomi: きり = mist, fog, spray",Guess the romaji equivalent of the Onyomi reading,Text
"chain, irons, connection [**On**]","鎖,サ","Kunyomi: くさり = chain, irons, connection",Guess the romaji equivalent of the Onyomi reading,Text
"rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy [**On**]","腐,フ","Kunyomi: くさる,くされる,くさらす = rot, decay, turn sour, fester, corrode, be corrupted, feel gloomy,let spoil, rot, corrode, addle",Guess the romaji equivalent of the Onyomi reading,Text
"decay, rot, remain in seclusion [**On**]","朽,キュウ","Kunyomi: くちる = decay, rot, remain in seclusion",Guess the romaji equivalent of the Onyomi reading,Text
"cloud up, fog up, become dim, be blurred, be gloomy [**On**]","曇,ドン","Kunyomi: くもる = cloud up, fog up, become dim, be blurred, be gloomy",Guess the romaji equivalent of the Onyomi reading,Text
"lunatic [**On**]","狂,キョウ","Kunyomi: くるう,くるおしい = go insane, lose one’s head, run amuck, rave, be madly in love, go haywire, break down, be upset, warp, fluctuate, miss the mark, (winds) howl",Guess the romaji equivalent of the Onyomi reading,Text
"full, detailed, minute, accurate, versed in, wellinformed on [**On**]","詳,ショウ","Kunyomi: くわしい = full, detailed, minute, accurate, versed in, wellinformed on",Guess the romaji equivalent of the Onyomi reading,Text
"make dirty, stain, pollute, defile, contaminate, disgrace, dishonor, rape [**On**]","汚,オ","Kunyomi: けがす,けがれる,けがらわしい,よごす,よごれる,きたない = make dirty, stain, pollute, defile, contaminate, disgrace, dishonor, rape, get dirty, be defiled, be contaminated, filthy, unfair, soil, debauch, be stained, tarnish, dirty, filthy, unclean, soiled, shabby, indecent, obscene, base, sordid, stingy, foul",Guess the romaji equivalent of the Onyomi reading,Text
"smoke [**On**]","煙,エン","Kunyomi: けむる,けむり,けむい = smoke, smolder, be smoky, smoky, fumes, spray",Guess the romaji equivalent of the Onyomi reading,Text
"animal, beast [**On**]","獣,ジュウ","Kunyomi: けもの = animal, beast",Guess the romaji equivalent of the Onyomi reading,Text
"dark, thick, undiluted [**On**]","濃,ノウ","Kunyomi: こい = dark, deep, saturated, strong (drink), intimate, thick",Guess the romaji equivalent of the Onyomi reading,Text
"be in love [**On**]","恋,レン","Kunyomi: こう,こい,こいしい = be in love,love, tender sentiment,dear, beloved, darling",Guess the romaji equivalent of the Onyomi reading,Text
"receiving [**On**]","被,ヒ","Kunyomi: こうむる = get, receive, sustain (an injury), be subjected to (criticism)",Guess the romaji equivalent of the Onyomi reading,Text
"hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass) [**On**]","腰,ヨウ","Kunyomi: こし = hips, waist, loins, pelvic region, small of the back, haunch, lowerpanel wainscoting (lower wall only), stem (of a wine glass)",Guess the romaji equivalent of the Onyomi reading,Text
"cross, pass, spend, tide over, outrun, exceed, surpass, move, go, come [**On**]","越,エツ","Kunyomi: こす,こえる = cross, pass, spend, tide over, outrun, exceed, surpass, move, go, come, go beyond, exceed, clear (an obstacle), overstep (authority)",Guess the romaji equivalent of the Onyomi reading,Text
"calendar, almanac [**On**]","暦,レキ","Kunyomi: こよみ = calendar, almanac",Guess the romaji equivalent of the Onyomi reading,Text
"fear, be frightened, be timid, get nervous [**On**]","怖,フ","Kunyomi: こわい = fearful, frightful, terrible, weird",Guess the romaji equivalent of the Onyomi reading,Text
"break [**On**]","壊,カイ","Kunyomi: こわす,こわれる = break, destroy, tear up, crack, smack, mar, be broken, be demolished, fall into ruin",Guess the romaji equivalent of the Onyomi reading,Text
"cup, glass, toast, congratulatory cup, counter for cupfuls [**On**]","杯,ハイ","Kunyomi: さかずき = wine glass, sake cup, chalice, cup",Guess the romaji equivalent of the Onyomi reading,Text
"shout, exclaim, cry, yell, roar, howl, cry for, clamor for, advocate [**On**]","叫,キョウ","Kunyomi: さけぶ = shout, exclaim, cry, yell, roar, howl, cry for, clamor for, advocate",Guess the romaji equivalent of the Onyomi reading,Text
"avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun [**On**]","避,ヒ","Kunyomi: さける = avoid, avert, ward off, keep aloof from, stay away from, evade, shirk, shun",Guess the romaji equivalent of the Onyomi reading,Text
"calling card [**On**]","刺,シ","Kunyomi: さす,ささる = pierce, thrust, stab, prick, bite, sting, pin down, sew, stitch, put (a runner) out, pole (a boat), stick,be stuck",Guess the romaji equivalent of the Onyomi reading,Text
"quietly, death of a priest [**On**]","寂,ジャク,セキ","Kunyomi: さび,さびしい,さびれる = patina, antique look, elegant simplicity, trained recite's voice,lonely, lonesome, solitary, deserted, desolate",Guess the romaji equivalent of the Onyomi reading,Text
"a watch of the night [**On**]","更,コウ","Kunyomi: さら,ふける,ふかす = sit up late,get late, grow old, reach the height of the season,again, after all, more and more",Guess the romaji equivalent of the Onyomi reading,Text
"swamp, blessing [**On**]","沢,タク","Kunyomi: さわ = swamp, marsh, dale, valley",Guess the romaji equivalent of the Onyomi reading,Text
"make a noise, be boisterous, shout, clamor, raise an uproar, be excited, be agitated, bustle around, make a fuss about, make merry, go on a spree [**On**]","騒,ソウ","Kunyomi: さわぐ = make a noise, be boisterous, shout, clamor, raise an uproar, be excited, be agitated, bustle around, make a fuss about, make merry, go on a spree",Guess the romaji equivalent of the Onyomi reading,Text
"spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up [**On**]","敷,フ","Kunyomi: しく = spread, pave, sit (on a cushion), lay (a railway), gravel (a road), promulgate, draw up",Guess the romaji equivalent of the Onyomi reading,Text
"grow thick, be overgrown, be luxuriant [**On**]","茂,モ","Kunyomi: しげる = grow thick, be overgrown, be luxuriant",Guess the romaji equivalent of the Onyomi reading,Text
"drop [**On**]","滴,テキ","Kunyomi: しずく,したたる = drop,drip, trickle",Guess the romaji equivalent of the Onyomi reading,Text
"aloes [**On**]","沈,チン","Kunyomi: しずむ,しずめる = sink, be submerged, subside, cave in, feel depressed, be overcome with,submerge, immerse",Guess the romaji equivalent of the Onyomi reading,Text
"occupy, hold, have, get, take (a seat) [**On**]","占,セン","Kunyomi: しめる,うらなう = occupy, hold, have, get, take (a seat),divine, forecast, augur",Guess the romaji equivalent of the Onyomi reading,Text
"permeate, penetrate [**On**]","透,トウ","Kunyomi: すく,すかす,すける = be transparent, be seen through, be thin, leave a gap,leave a space, thin (trees), make transparent, look through",Guess the romaji equivalent of the Onyomi reading,Text
"recommend, advise, encourage, offer (wine) [**On**]","勧,カン","Kunyomi: すすめる = recommend, advise, encourage, offer (wine)",Guess the romaji equivalent of the Onyomi reading,Text
"be clear, become clear, clarify [**On**]","澄,チョウ","Kunyomi: すむ,すます = be clear, become clear, clarify,clear, settle, strain (one's ears), look grave",Guess the romaji equivalent of the Onyomi reading,Text
"sharpness, edge, (sharp) weapon, picked men (soldiers), the pick [**On**]","鋭,エイ","Kunyomi: するどい = pointed, sharp, violent, scathing, keen (sense), sharp (ear), penetrating (eye), shrewd",Guess the romaji equivalent of the Onyomi reading,Text
"narrow, contract, reduce [**On**]","狭,キョウ","Kunyomi: せまい,せばめる,せばまる = narrow, contract, reduce, become narrow, contract, small (area), limited, tight",Guess the romaji equivalent of the Onyomi reading,Text
"press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent [**On**]","迫,ハク","Kunyomi: せまる = press for, urge, force, spur on, approach, gain on, close in on, be on the verge of, be imminent",Guess the romaji equivalent of the Onyomi reading,Text
"attack, assault [**On**]","攻,コウ","Kunyomi: せめる = attack, offensive",Guess the romaji equivalent of the Onyomi reading,Text
"accompany, marry, be added to, suit, meet, satisfy, be adjusted to [**On**]","添,テン","Kunyomi: そえる,そう = accompany, marry, be added to, suit, meet, satisfy, be adjusted to,add to, attach, append, accompany, garnish, imitate",Guess the romaji equivalent of the Onyomi reading,Text
"enduring [**On**]","耐,タイ","Kunyomi: たえる = endure, support, withstand, resist, brave, weather, be fit for, be equal to",Guess the romaji equivalent of the Onyomi reading,Text
"fall, collapse, drop, break down, die, succumb to, fall senseless, be ruined, have a bad debt [**On**]","倒,トウ","Kunyomi: たおれる,たおす = fall, collapse, drop, break down, die, succumb to, fall senseless, be ruined, have a bad debt,bring down, throw down, blow down, fell, knock down, trip up, defeat, ruin, overthrow, kill, leave unpaid, cheat",Guess the romaji equivalent of the Onyomi reading,Text
"mutually, reciprocally, together [**On**]","互,ゴ","Kunyomi: たがい = mutually, reciprocally, together",Guess the romaji equivalent of the Onyomi reading,Text
"firewood [**On**]","薪,シン","Kunyomi: たきぎ = firewood, kindling, fuel",Guess the romaji equivalent of the Onyomi reading,Text
"hug, embrace, hold in the arms, sit (on eggs) [**On**]","抱,ホウ","Kunyomi: だく,いだく,かかえる = hug, embrace, hold in the arms, sit (on eggs),entertain (hope), cherish (a desire), harbor (malice), hold, have,hold or carry under or in the arms",Guess the romaji equivalent of the Onyomi reading,Text
"store, hoard, savings [**On**]","蓄,チク","Kunyomi: たくわえる = store, lay in stock, save, wear (a mustache)",Guess the romaji equivalent of the Onyomi reading,Text
"10 feet, length, measure, Mr,or Mrs,(re: artists) [**On**]","丈,ジョウ","Kunyomi: たけ = height, stature, length, measure",Guess the romaji equivalent of the Onyomi reading,Text
"fathom [**On**]","尋,ジン","Kunyomi: たずねる = look for, inquire for, ask (someone) a question",Guess the romaji equivalent of the Onyomi reading,Text
"fighting [**On**]","闘,トウ","Kunyomi: たたかう = wage war, fight, engage in a contest, struggle against",Guess the romaji equivalent of the Onyomi reading,Text
